선수명,생년월일,신장/체중,입단계약금,지명순위,등번호,포지션,경력,연봉,입단년도,playerId,type,날짜,상대팀,출장구분,결과,ERA,TBF,IP,H,HR,BB,HBP
최준용,,,,,,,,,,50556,daily,05.25,한화,구원,,0.00,4,1,1,0,0,0
최준용,,,,,,,,,,50556,daily,05.30,SSG,구원,,13.50,6,1 1/3,2,0,0,0
최준용,,,,,,,,,,50556,daily,06.01,SSG,구원,홀,0.00,5,1,0,0,1,0
최준용,,,,,,,,,,50556,daily,06.04,키움,구원,,9.00,4,1,1,1,0,0
정현수,2001년 05월 10일,180cm/84kg,,24 롯데 2라운드 13순위,57,투수(좌투좌타),,4000만원,,54537,info,,,,,,,,,,,
정현수,,,,,,,,,,54537,daily,03.23,LG,구원,,6.75,5,1 1/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,03.25,SSG,구원,,-,1,0,0,0,1,0
정현수,,,,,,,,,,54537,daily,03.26,SSG,구원,,0.00,2,2/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,03.28,KT,구원,,0.00,1,1/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,03.29,KT,구원,홀,0.00,1,1/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,03.30,KT,구원,,0.00,2,2/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.02,한화,구원,,0.00,3,1,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.05,두산,구원,,13.50,5,2/3,3,0,0,0
정현수,,,,,,,,,,54537,daily,04.06,두산,구원,,27.00,2,1/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,04.08,KIA,구원,,0.00,1,1/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.09,KIA,구원,,0.00,1,1/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.10,KIA,구원,홀,0.00,2,1/3,1,0,0,0
정현수,,,,,,,,,,54537,daily,04.12,NC,구원,,-,1,0,1,0,0,0
정현수,,,,,,,,,,54537,daily,04.13,NC,구원,,0.00,4,2/3,0,0,2,0
정현수,,,,,,,,,,54537,daily,04.15,키움,구원,,0.00,8,1 2/3,2,0,2,0
정현수,,,,,,,,,,54537,daily,04.18,삼성,구원,,0.00,3,1,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.20,삼성,구원,,0.00,3,1/3,1,0,0,1
정현수,,,,,,,,,,54537,daily,04.23,한화,구원,,0.00,3,2/3,1,0,0,0
정현수,,,,,,,,,,54537,daily,04.24,한화,구원,홀,0.00,2,2/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.25,두산,구원,홀,0.00,3,1,0,0,0,0
정현수,,,,,,,,,,54537,daily,04.27,두산,구원,,54.00,3,1/3,1,0,1,0
정현수,,,,,,,,,,54537,daily,04.30,키움,구원,,0.00,3,1,0,0,0,0
정현수,,,,,,,,,,54537,daily,05.02,NC,구원,,27.00,2,1/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,05.04,NC,구원,,6.75,6,1 1/3,2,0,0,0
정현수,,,,,,,,,,54537,daily,05.06,SSG,구원,,0.00,3,1,0,0,0,0
정현수,,,,,,,,,,54537,daily,05.10,KT,구원,,0.00,3,2/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,05.11,KT,구원,,0.00,1,1/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,05.14,KIA,구원,승,0.00,5,1 2/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,05.17,삼성,구원,,0.00,2,1/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,05.17,삼성,구원,,0.00,3,2/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,05.18,삼성,구원,홀,0.00,1,1/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,05.21,LG,구원,,13.50,3,2/3,1,1,1,0
정현수,,,,,,,,,,54537,daily,05.22,LG,구원,홀,0.00,5,1 1/3,1,0,0,0
정현수,,,,,,,,,,54537,daily,05.24,한화,구원,,0.00,2,1/3,1,0,0,0
정현수,,,,,,,,,,54537,daily,05.25,한화,구원,,0.00,3,2/3,0,0,1,0
정현수,,,,,,,,,,54537,daily,05.29,삼성,구원,,27.00,4,1/3,3,0,0,0
정현수,,,,,,,,,,54537,daily,06.03,키움,구원,,0.00,2,2/3,0,0,0,0
정현수,,,,,,,,,,54537,daily,06.04,키움,구원,,0.00,3,1,0,0,0,0
정현수,,,,,,,,,,54537,daily,06.06,두산,구원,,-,1,0,0,0,0,1
송재영,2002년 06월 20일,181cm/84kg,,21 롯데 2차 4라운드 31순위,59,투수(좌투좌타),,3200만원,,51594,info,,,,,,,,,,,
송재영,,,,,,,,,,51594,daily,03.22,LG,구원,,0.00,7,1 1/3,1,0,2,0
송재영,,,,,,,,,,51594,daily,03.26,SSG,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,03.27,SSG,구원,,0.00,3,1,0,0,0,0
송재영,,,,,,,,,,51594,daily,03.30,KT,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.03,한화,구원,,-,1,0,1,0,0,0
송재영,,,,,,,,,,51594,daily,04.04,두산,구원,,27.00,2,1/3,0,0,1,0
송재영,,,,,,,,,,51594,daily,04.06,두산,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.08,KIA,구원,,0.00,3,1/3,1,0,1,0
송재영,,,,,,,,,,51594,daily,04.11,NC,구원,홀,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.13,NC,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.15,키움,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.17,키움,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.19,삼성,구원,,0.00,3,2/3,1,0,0,0
송재영,,,,,,,,,,51594,daily,04.23,한화,구원,,0.00,4,1 1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.26,두산,구원,,0.00,2,2/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,04.27,두산,구원,,-,3,0,1,1,2,0
송재영,,,,,,,,,,51594,daily,04.29,키움,구원,,-,1,0,0,0,1,0
송재영,,,,,,,,,,51594,daily,05.01,키움,구원,,0.00,3,1,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.02,NC,구원,홀,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.04,NC,구원,,0.00,3,2/3,0,0,1,0
송재영,,,,,,,,,,51594,daily,05.10,KT,구원,,-,1,0,0,0,1,0
송재영,,,,,,,,,,51594,daily,05.11,KT,구원,,0.00,1,2/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.13,KIA,구원,,-,1,0,0,0,1,0
송재영,,,,,,,,,,51594,daily,05.14,KIA,구원,홀,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.15,KIA,구원,,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.17,삼성,구원,승,0.00,1,1/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.17,삼성,구원,,-,2,0,2,1,0,0
송재영,,,,,,,,,,51594,daily,05.20,LG,구원,,6.75,6,1 1/3,0,0,3,0
송재영,,,,,,,,,,51594,daily,05.21,LG,구원,,0.00,2,1/3,0,0,1,0
송재영,,,,,,,,,,51594,daily,05.23,한화,구원,,0.00,2,2/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.24,한화,구원,,0.00,2,2/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.25,한화,구원,,0.00,2,2/3,0,0,0,0
송재영,,,,,,,,,,51594,daily,05.29,삼성,구원,,5.40,8,1 2/3,2,0,2,0
송재영,,,,,,,,,,51594,daily,05.31,SSG,구원,,0.00,3,1/3,0,0,1,0
송재영,,,,,,,,,,51594,daily,06.05,키움,구원,,4.50,10,2,4,0,0,0
정철원,1999년 03월 27일,192cm/95kg,,18 두산 2차 2라운드 20순위,65,투수(우투우타),,12000만원,,68242,info,,,,,,,,,,,
정철원,,,,,,,,,,68242,daily,03.25,SSG,구원,홀,0.00,3,1,0,0,0,0
정철원,,,,,,,,,,68242,daily,03.27,SSG,구원,,0.00,2,1,0,0,0,0
정철원,,,,,,,,,,68242,daily,03.28,KT,구원,,13.50,4,2/3,2,0,0,0
정철원,,,,,,,,,,68242,daily,03.29,KT,구원,홀,0.00,4,1,1,0,1,0
정철원,,,,,,,,,,68242,daily,04.02,한화,구원,홀,0.00,2,2/3,0,0,0,0
정철원,,,,,,,,,,68242,daily,04.03,한화,구원,홀,0.00,3,1,0,0,0,0
정철원,,,,,,,,,,68242,daily,04.05,두산,구원,,0.00,1,1/3,0,0,0,0
정철원,,,,,,,,,,68242,daily,04.06,두산,구원,홀,27.00,9,1,4,0,2,0
정철원,,,,,,,,,,68242,daily,04.08,KIA,구원,패,54.00,5,1/3,3,0,1,0
정철원,,,,,,,,,,68242,daily,04.10,KIA,구원,홀,0.00,3,1,0,0,0,0
정철원,,,,,,,,,,68242,daily,04.11,NC,구원,홀,0.00,2,2/3,0,0,0,0
정철원,,,,,,,,,,68242,daily,04.15,키움,구원,승,6.75,5,1 1/3,1,1,0,0
정철원,,,,,,,,,,68242,daily,04.16,키움,구원,,27.00,5,2/3,3,0,0,0
정철원,,,,,,,,,,68242,daily,04.20,삼성,구원,승,0.00,8,2,1,0,1,0
정철원,,,,,,,,,,68242,daily,04.24,한화,구원,홀,0.00,4,2/3,0,0,2,0
정철원,,,,,,,,,,68242,daily,04.26,두산,구원,홀,0.00,3,1,0,0,0,0
정철원,,,,,,,,,,68242,daily,05.01,키움,구원,,0.00,4,1,1,0,0,0
정철원,,,,,,,,,,68242,daily,05.02,NC,구원,,27.00,4,2/3,1,0,1,0
정철원,,,,,,,,,,68242,daily,05.04,NC,구원,,27.00,3,1/3,2,1,0,0
정철원,,,,,,,,,,68242,daily,05.07,SSG,구원,,0.00,3,1,1,0,0,0
정철원,,,,,,,,,,68242,daily,05.10,KT,구원,홀,0.00,6,1 2/3,1,0,0,0
정철원,,,,,,,,,,68242,daily,05.11,KT,구원,,0.00,4,1,1,0,0,0
정철원,,,,,,,,,,68242,daily,05.14,KIA,구원,홀,0.00,5,1 1/3,1,0,0,0
정철원,,,,,,,,,,68242,daily,05.17,삼성,구원,,0.00,4,1 1/3,0,0,1,0
정철원,,,,,,,,,,68242,daily,05.17,삼성,구원,승,0.00,2,1/3,0,0,0,0
정철원,,,,,,,,,,68242,daily,05.21,LG,구원,,13.50,7,1 1/3,2,0,1,0
정철원,,,,,,,,,,68242,daily,05.22,LG,구원,,0.00,3,1,0,0,0,0
정철원,,,,,,,,,,68242,daily,05.24,한화,구원,,0.00,2,2/3,0,0,0,0
정철원,,,,,,,,,,68242,daily,05.25,한화,구원,,0.00,10,2,2,0,2,0
정철원,,,,,,,,,,68242,daily,05.30,SSG,구원,승,0.00,8,1 2/3,2,0,1,1
정철원,,,,,,,,,,68242,daily,06.01,SSG,구원,,27.00,4,2/3,1,0,0,1
정철원,,,,,,,,,,68242,daily,06.06,두산,구원,,0.00,4,1,1,0,0,0
박세현,2006년 01월 21일,183cm/88kg,,25 롯데 2라운드 14순위,68,투수(우투우타),,3000만원,,55568,info,,,,,,,,,,,
박세현,,,,,,,,,,55568,daily,04.06,두산,구원,,13.50,8,1 1/3,3,1,0,1
박세현,,,,,,,,,,55568,daily,04.08,KIA,구원,,0.00,1,1/3,0,0,0,0
박세현,,,,,,,,,,55568,daily,05.03,NC,구원,,18.00,12,2,5,0,1,0
조상우,1994년 09월 04일,186cm/97kg,,13 넥센 1라운드 1순위,11,투수(우투우타),,40000만원,,63342,info,,,,,,,,,,,
조상우,,,,,,,,,,63342,daily,03.22,NC,구원,,-,3,0,1,0,2,0
조상우,,,,,,,,,,63342,daily,03.25,키움,구원,,0.00,4,1,1,0,0,0
조상우,,,,,,,,,,63342,daily,03.27,키움,구원,홀,0.00,2,1/3,1,0,0,0
조상우,,,,,,,,,,63342,daily,03.29,한화,구원,패,13.50,4,2/3,2,0,0,0
조상우,,,,,,,,,,63342,daily,03.30,한화,구원,홀,0.00,5,1 2/3,0,0,0,0
조상우,,,,,,,,,,63342,daily,04.02,삼성,구원,,0.00,3,1,0,0,0,0
조상우,,,,,,,,,,63342,daily,04.03,삼성,구원,홀,0.00,3,1,0,0,0,0
조상우,,,,,,,,,,63342,daily,04.08,롯데,구원,승,9.00,5,1,1,0,1,0
조상우,,,,,,,,,,63342,daily,04.09,롯데,구원,홀,0.00,3,1/3,2,0,0,0
조상우,,,,,,,,,,63342,daily,04.15,KT,구원,승,0.00,3,1,0,0,0,0
조상우,,,,,,,,,,63342,daily,04.17,KT,구원,,0.00,2,2/3,0,0,0,0
조상우,,,,,,,,,,63342,daily,04.19,두산,구원,홀,0.00,6,1,1,0,2,0
조상우,,,,,,,,,,63342,daily,04.20,두산,구원,홀,0.00,3,1,1,0,0,0
조상우,,,,,,,,,,63342,daily,04.25,LG,구원,패,0.00,5,1 1/3,1,0,0,0
조상우,,,,,,,,,,63342,daily,04.27,LG,구원,홀,0.00,4,1,0,0,1,0
조상우,,,,,,,,,,63342,daily,05.02,한화,구원,,0.00,5,1,1,0,1,0
조상우,,,,,,,,,,63342,daily,05.04,한화,구원,패,27.00,6,2/3,3,0,1,0
조상우,,,,,,,,,,63342,daily,05.06,키움,구원,홀,0.00,5,1,2,0,0,0
조상우,,,,,,,,,,63342,daily,05.07,키움,구원,,54.00,3,1/3,0,0,2,0
조상우,,,,,,,,,,63342,daily,05.10,SSG,구원,승,9.00,6,1,2,1,1,0
조상우,,,,,,,,,,63342,daily,05.13,롯데,구원,홀,0.00,4,1,1,0,1,0
조상우,,,,,,,,,,63342,daily,05.15,롯데,구원,홀,18.00,5,1,1,1,1,0
조상우,,,,,,,,,,63342,daily,05.17,두산,구원,홀,0.00,3,2/3,0,0,1,0
조상우,,,,,,,,,,63342,daily,05.17,두산,구원,홀,0.00,4,1,1,0,0,0
조상우,,,,,,,,,,63342,daily,05.22,KT,구원,,0.00,3,1,0,0,1,0
조상우,,,,,,,,,,63342,daily,05.23,삼성,구원,홀,0.00,2,2/3,0,0,0,0
조상우,,,,,,,,,,63342,daily,05.25,삼성,구원,패,13.50,4,2/3,1,1,1,0
조상우,,,,,,,,,,63342,daily,05.27,키움,구원,,0.00,4,1,1,0,0,0
조상우,,,,,,,,,,63342,daily,05.29,키움,구원,,0.00,3,1,0,0,0,0
조상우,,,,,,,,,,63342,daily,05.31,KT,구원,패,40.50,5,2/3,1,0,2,0
조상우,,,,,,,,,,63342,daily,06.01,KT,구원,홀,0.00,3,2/3,1,0,0,0
조상우,,,,,,,,,,63342,daily,06.04,두산,구원,홀,0.00,4,1,1,0,0,0
조상우,,,,,,,,,,63342,daily,06.05,두산,구원,,0.00,4,2/3,1,0,1,0
윤영철,2004년 04월 20일,187cm/87kg,,23 KIA 1라운드 2순위,13,투수(좌투좌타),,12000만원,,53613,info,,,,,,,,,,,
윤영철,,,,,,,,,,53613,daily,03.26,키움,선발,패,9.00,16,2,6,0,3,0
윤영철,,,,,,,,,,53613,daily,04.10,롯데,선발,패,54.00,11,1,6,1,1,1
윤영철,,,,,,,,,,53613,daily,04.18,두산,선발,패,6.75,14,2 2/3,3,0,5,0
윤영철,,,,,,,,,,53613,daily,05.14,롯데,선발,패,4.50,18,4,4,0,3,0
윤영철,,,,,,,,,,53613,daily,05.20,KT,선발,패,6.23,20,4 1/3,3,0,3,0
윤영철,,,,,,,,,,53613,daily,05.25,삼성,선발,,3.60,19,5,3,1,1,0
윤영철,,,,,,,,,,53613,daily,05.31,KT,선발,,1.80,22,5,2,1,5,0
윤영철,,,,,,,,,,53613,daily,06.06,한화,선발,승,0.00,22,6,3,0,1,0
윤중현,1995년 04월 25일,180cm/84kg,,18 KIA 2차 9라운드 86순위,19,투수(우언우타),,6000만원,,68619,info,,,,,,,,,,,
윤중현,,,,,,,,,,68619,daily,04.29,NC,구원,,0.00,4,1,0,0,1,0
윤중현,,,,,,,,,,68619,daily,04.30,NC,구원,,9.00,5,1,1,1,0,0
윤중현,,,,,,,,,,68619,daily,05.05,키움,구원,,0.00,4,1,1,0,0,0
윤중현,,,,,,,,,,68619,daily,05.11,SSG,구원,,-,2,0,2,0,0,0
윤중현,,,,,,,,,,68619,daily,05.14,롯데,구원,,0.00,3,1,0,0,0,0
윤중현,,,,,,,,,,68619,daily,05.18,두산,구원,,0.00,9,2 1/3,2,0,1,0
윤중현,,,,,,,,,,68619,daily,05.20,KT,구원,,54.00,3,1/3,2,1,0,0
윤중현,,,,,,,,,,68619,daily,05.21,KT,구원,,0.00,3,1,0,0,0,0
윤중현,,,,,,,,,,68619,daily,05.28,키움,구원,승,0.00,4,1 1/3,0,0,0,0
윤중현,,,,,,,,,,68619,daily,05.29,키움,구원,,0.00,6,1,1,0,2,0
윤중현,,,,,,,,,,68619,daily,05.31,KT,구원,,-,1,0,0,0,1,0
이준영,1992년 08월 10일,177cm/85kg,,15 KIA 2차 4라운드 42순위,20,투수(좌투좌타),,17000만원,,65665,info,,,,,,,,,,,
이준영,,,,,,,,,,65665,daily,03.23,NC,구원,,0.00,3,2/3,1,0,0,0
이준영,,,,,,,,,,65665,daily,03.25,키움,구원,,27.00,5,2/3,3,0,1,0
이준영,,,,,,,,,,65665,daily,03.26,키움,구원,,0.00,4,1,1,0,0,0
이준영,,,,,,,,,,65665,daily,03.28,한화,구원,,0.00,2,1/3,1,0,0,0
이준영,,,,,,,,,,65665,daily,04.04,LG,구원,,9.00,4,1,2,0,0,0
이준영,,,,,,,,,,65665,daily,04.10,롯데,구원,,0.00,3,2/3,1,0,0,0
이준영,,,,,,,,,,65665,daily,04.11,SSG,구원,,0.00,3,1,0,0,0,0
이준영,,,,,,,,,,65665,daily,04.16,KT,구원,,-,2,0,1,0,1,0
이준영,,,,,,,,,,65665,daily,04.18,두산,구원,,0.00,3,2/3,1,0,0,0
이준영,,,,,,,,,,65665,daily,04.23,삼성,구원,,0.00,4,1 1/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,04.25,LG,구원,,-,1,0,0,0,1,0
이준영,,,,,,,,,,65665,daily,04.26,LG,구원,,9.00,4,1,1,1,0,0
이준영,,,,,,,,,,65665,daily,04.30,NC,구원,,0.00,1,1/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.04,한화,구원,,0.00,0,1/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.06,키움,구원,승,0.00,1,2/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.07,키움,구원,,27.00,2,1/3,1,1,0,0
이준영,,,,,,,,,,65665,daily,05.10,SSG,구원,,-,2,0,2,0,0,0
이준영,,,,,,,,,,65665,daily,05.11,SSG,구원,,0.00,2,2/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.13,롯데,구원,홀,0.00,1,1/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.15,롯데,구원,홀,0.00,1,1/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.17,두산,구원,홀,0.00,1,1/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.17,두산,구원,홀,0.00,2,2/3,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.21,KT,구원,,9.00,5,1,2,0,0,0
이준영,,,,,,,,,,65665,daily,05.24,삼성,구원,,0.00,4,1 1/3,0,0,1,0
이준영,,,,,,,,,,65665,daily,05.25,삼성,구원,,0.00,3,1,0,0,0,0
이준영,,,,,,,,,,65665,daily,05.27,키움,구원,승,0.00,3,1,1,0,0,0
이준영,,,,,,,,,,65665,daily,05.28,키움,구원,,0.00,4,2/3,0,0,1,0
이준영,,,,,,,,,,65665,daily,05.30,KT,구원,,0.00,3,2/3,0,0,1,0
이준영,,,,,,,,,,65665,daily,05.31,KT,구원,,-,2,0,1,0,0,0
이준영,,,,,,,,,,65665,daily,06.04,두산,구원,홀,0.00,3,1,0,0,0,0
이준영,,,,,,,,,,65665,daily,06.06,한화,구원,홀,0.00,2,1,0,0,0,0
김현수,2000년 07월 10일,185cm/90kg,,19 롯데 2차 3라운드 28순위,32,투수(우투우타),,4500만원,,69516,info,,,,,,,,,,,
김현수,,,,,,,,,,69516,daily,05.11,SSG,구원,,0.00,5,1,0,0,2,0
김현수,,,,,,,,,,69516,daily,05.20,KT,구원,,0.00,4,1,0,0,1,0
김현수,,,,,,,,,,69516,daily,05.28,키움,구원,,9.00,4,1,1,1,0,0
김현수,,,,,,,,,,69516,daily,05.30,KT,구원,,0.00,2,1/3,1,0,0,0
김현수,,,,,,,,,,69516,daily,05.31,KT,구원,,0.00,4,2/3,1,0,1,0
김현수,,,,,,,,,,69516,daily,06.04,두산,구원,,0.00,5,1,2,0,0,0
올러,1994년 10월 17일,193cm/102kg,,25 KIA 자유선발,33,투수(우투우타),,600000달러,,55633,info,,,,,,,,,,,
올러,,,,,,,,,,55633,daily,03.25,키움,선발,승,4.50,24,6,5,1,0,0
올러,,,,,,,,,,55633,daily,03.30,한화,선발,,3.60,22,5,4,0,2,2
올러,,,,,,,,,,55633,daily,04.06,LG,선발,패,4.50,26,6,4,0,3,1
올러,,,,,,,,,,55633,daily,04.13,SSG,선발,승,2.57,24,7,2,0,1,0
올러,,,,,,,,,,55633,daily,04.19,두산,선발,승,7.20,24,5,9,1,0,0
올러,,,,,,,,,,55633,daily,04.26,LG,선발,승,0.00,24,7,1,0,2,0
올러,,,,,,,,,,55633,daily,05.02,한화,선발,,3.00,23,6,4,1,1,0
올러,,,,,,,,,,55633,daily,05.10,SSG,선발,,0.00,24,6,3,0,3,0
올러,,,,,,,,,,55633,daily,05.15,롯데,선발,승,3.00,22,6,4,0,0,0
올러,,,,,,,,,,55633,daily,05.21,KT,선발,패,1.80,24,5,6,0,2,0
올러,,,,,,,,,,55633,daily,05.27,키움,선발,,3.00,24,6,6,0,1,0
올러,,,,,,,,,,55633,daily,06.01,KT,선발,승,4.50,26,6,6,0,0,1
장재혁,2001년 08월 02일,180cm/86kg,,20 KIA 2차 6라운드 56순위,38,투수(우투우타),,3100만원,,50641,info,,,,,,,,,,,
장재혁,,,,,,,,,,50641,daily,05.11,SSG,구원,,0.00,6,2,0,0,1,0
장재혁,,,,,,,,,,50641,daily,05.14,롯데,구원,,18.00,5,1,3,1,0,0
장재혁,,,,,,,,,,50641,daily,05.18,두산,구원,,-,2,0,0,0,2,0
최지민,2003년 09월 10일,185cm/100kg,,22 KIA 2차 1라운드 5순위,39,투수(좌투좌타),,12000만원,,52639,info,,,,,,,,,,,
최지민,,,,,,,,,,52639,daily,03.22,NC,구원,,0.00,6,1 2/3,1,0,0,0
최지민,,,,,,,,,,52639,daily,03.25,키움,구원,,0.00,4,1,1,0,0,0
최지민,,,,,,,,,,52639,daily,03.27,키움,구원,,-,3,0,1,0,2,0
최지민,,,,,,,,,,52639,daily,03.29,한화,구원,홀,0.00,3,2/3,0,0,1,0
최지민,,,,,,,,,,52639,daily,03.30,한화,구원,,27.00,4,1/3,1,0,1,0
최지민,,,,,,,,,,52639,daily,04.02,삼성,구원,,0.00,4,1,1,0,0,0
최지민,,,,,,,,,,52639,daily,04.06,LG,구원,,9.00,4,1,2,0,0,0
최지민,,,,,,,,,,52639,daily,04.08,롯데,구원,홀,0.00,2,2/3,0,0,1,0
최지민,,,,,,,,,,52639,daily,04.10,롯데,구원,,0.00,5,1 1/3,1,0,0,0
최지민,,,,,,,,,,52639,daily,04.15,KT,구원,홀,0.00,4,1,1,0,0,0
최지민,,,,,,,,,,52639,daily,04.17,KT,구원,,0.00,4,1,0,0,1,0
최지민,,,,,,,,,,52639,daily,04.19,두산,구원,홀,0.00,3,2/3,0,0,1,0
최지민,,,,,,,,,,52639,daily,04.20,두산,구원,승,0.00,4,2/3,1,0,1,0
최지민,,,,,,,,,,52639,daily,04.25,LG,구원,,0.00,3,1/3,0,0,2,0
최지민,,,,,,,,,,52639,daily,04.29,NC,구원,,0.00,4,2/3,1,0,1,0
최지민,,,,,,,,,,52639,daily,04.30,NC,구원,,-,4,0,2,0,1,0
최지민,,,,,,,,,,52639,daily,05.02,한화,구원,,0.00,3,1,0,0,0,0
최지민,,,,,,,,,,52639,daily,05.04,한화,구원,,0.00,4,1,0,0,0,1
최지민,,,,,,,,,,52639,daily,05.07,키움,구원,,-,2,0,0,0,2,0
최지민,,,,,,,,,,52639,daily,05.11,SSG,구원,,-,2,0,0,0,2,0
최지민,,,,,,,,,,52639,daily,05.23,삼성,구원,승,18.00,4,1,2,1,0,0
최지민,,,,,,,,,,52639,daily,05.24,삼성,구원,패,108.00,5,1/3,1,0,3,0
최지민,,,,,,,,,,52639,daily,05.28,키움,구원,,0.00,3,1,0,0,0,0
최지민,,,,,,,,,,52639,daily,05.29,키움,구원,,-,2,0,0,0,2,0
최지민,,,,,,,,,,52639,daily,06.03,두산,구원,,0.00,3,1,1,0,0,0
최지민,,,,,,,,,,52639,daily,06.05,두산,구원,,0.00,1,1/3,0,0,0,0
네일,1993년 02월 08일,193cm/83kg,,24 KIA 자유선발,40,투수(우투우타),,1200000달러,,54640,info,,,,,,,,,,,
네일,,,,,,,,,,54640,daily,03.22,NC,선발,,0.00,18,5,2,0,0,1
네일,,,,,,,,,,54640,daily,03.28,한화,선발,,0.00,21,6,3,0,2,0
네일,,,,,,,,,,54640,daily,04.03,삼성,선발,승,0.00,27,7,3,0,1,1
네일,,,,,,,,,,54640,daily,04.09,롯데,선발,승,1.29,28,7,6,0,2,0
네일,,,,,,,,,,54640,daily,04.15,KT,선발,,0.00,24,6,5,0,1,0
네일,,,,,,,,,,54640,daily,04.20,두산,선발,,3.18,25,5 2/3,8,0,2,0
네일,,,,,,,,,,54640,daily,04.27,LG,선발,,3.00,24,6,4,0,4,0
네일,,,,,,,,,,54640,daily,05.04,한화,선발,,1.29,27,7,3,0,1,2
네일,,,,,,,,,,54640,daily,05.11,SSG,선발,패,15.75,21,4,8,0,2,0
네일,,,,,,,,,,54640,daily,05.17,두산,선발,승,2.57,28,7,6,1,2,1
네일,,,,,,,,,,54640,daily,05.23,삼성,선발,,5.68,28,6 1/3,8,0,0,1
네일,,,,,,,,,,54640,daily,05.29,키움,선발,,3.00,27,6,8,0,1,2
네일,,,,,,,,,,54640,daily,06.04,두산,선발,승,5.40,24,5,6,1,2,1
전상현,1996년 04월 18일,182cm/88kg,,16 KIA 2차 4라운드 38순위,51,투수(우투우타),,30000만원,,66609,info,,,,,,,,,,,
전상현,,,,,,,,,,66609,daily,03.22,NC,구원,승,0.00,3,1,0,0,0,0
전상현,,,,,,,,,,66609,daily,03.27,키움,구원,,0.00,3,1,0,0,0,0
전상현,,,,,,,,,,66609,daily,03.28,한화,구원,패,40.50,5,2/3,1,1,2,0
전상현,,,,,,,,,,66609,daily,04.02,삼성,구원,패,54.00,4,1/3,1,0,2,0
전상현,,,,,,,,,,66609,daily,04.08,롯데,구원,홀,13.50,4,2/3,2,0,0,0
전상현,,,,,,,,,,66609,daily,04.13,SSG,구원,,0.00,4,1,1,0,0,0
전상현,,,,,,,,,,66609,daily,04.16,KT,구원,,0.00,4,1,0,0,0,1
전상현,,,,,,,,,,66609,daily,04.17,KT,구원,,0.00,5,1,2,0,0,0
전상현,,,,,,,,,,66609,daily,04.19,두산,구원,홀,0.00,3,1,0,0,0,0
전상현,,,,,,,,,,66609,daily,04.20,두산,구원,홀,0.00,2,2/3,0,0,0,0
전상현,,,,,,,,,,66609,daily,04.25,LG,구원,,0.00,3,1,1,0,0,0
전상현,,,,,,,,,,66609,daily,04.27,LG,구원,승,0.00,3,1,0,0,0,0
전상현,,,,,,,,,,66609,daily,04.29,NC,구원,홀,0.00,2,1/3,0,0,1,0
